path	sentence
common_voice_en_22131005	four
common_voice_en_22131008	no
common_voice_en_22131009	two
common_voice_en_22215598	no
common_voice_en_22105793	one
common_voice_en_22105795	three
common_voice_en_22105797	yes
common_voice_en_22180333	four
common_voice_en_22180336	yes
common_voice_en_22108341	three
common_voice_en_21920933	three
common_voice_en_21920936	yes
common_voice_en_22123103	two
common_voice_en_22123105	three
common_voice_en_22123109	yes
common_voice_en_22123157	no
common_voice_en_22182376	one
common_voice_en_22182379	yes
common_voice_en_21948867	two
common_voice_en_21948868	yes
common_voice_en_21948869	no
common_voice_en_21948871	three
common_voice_en_22087873	no
common_voice_en_22087877	two
common_voice_en_22091628	four
common_voice_en_22091630	one
common_voice_en_22201732	two
common_voice_en_22201734	yes
common_voice_en_22075052	three
common_voice_en_22075055	four
common_voice_en_22075056	one
common_voice_en_22010057	yes
common_voice_en_22010081	four
common_voice_en_22036855	no
common_voice_en_22036858	four
common_voice_en_21964546	no
common_voice_en_21964551	four
common_voice_en_22228551	yes
common_voice_en_21945260	no
common_voice_en_21945262	four
common_voice_en_22273309	two
common_voice_en_22273311	yes
common_voice_en_21945350	three
common_voice_en_21945352	one
common_voice_en_21945356	four
common_voice_en_21945357	two
common_voice_en_22136680	one
common_voice_en_22136682	three
common_voice_en_22136688	four
common_voice_en_22184217	no
common_voice_en_22104423	four
common_voice_en_22104425	two
common_voice_en_21960679	no
common_voice_en_21960683	three
common_voice_en_21974678	yes
common_voice_en_21974679	two
common_voice_en_22001095	two
common_voice_en_21962256	three
common_voice_en_21962258	one
common_voice_en_22221143	two
common_voice_en_22221144	four
common_voice_en_22010989	four
common_voice_en_22010991	yes
common_voice_en_22010993	one
common_voice_en_22222594	one
common_voice_en_22222596	no
common_voice_en_21983891	no
common_voice_en_21983899	two
common_voice_en_21983902	three
common_voice_en_22236317	one
common_voice_en_22236321	three
common_voice_en_22142318	three
common_voice_en_22142319	one
common_voice_en_22142321	yes
common_voice_en_22235741	yes
common_voice_en_21948948	two
common_voice_en_21948952	one
common_voice_en_22186037	two
common_voice_en_21973652	two
common_voice_en_21909662	four
common_voice_en_21909665	three
common_voice_en_22133791	one
common_voice_en_22133793	yes
common_voice_en_22260209	no
common_voice_en_22260210	three
common_voice_en_22260213	two
common_voice_en_22228018	no
common_voice_en_22228020	one
common_voice_en_22107282	yes
common_voice_en_22224144	no
common_voice_en_22224146	yes
common_voice_en_22127744	two
common_voice_en_22127746	three
common_voice_en_22127749	no
common_voice_en_22127753	four
common_voice_en_21983083	yes
common_voice_en_21983085	four
common_voice_en_21983087	two
common_voice_en_21949858	yes
common_voice_en_21949861	two
common_voice_en_22199070	one
common_voice_en_22121091	two
common_voice_en_22121095	one
common_voice_en_22121098	yes
common_voice_en_22135782	one
common_voice_en_22135783	yes
common_voice_en_22155551	no
common_voice_en_22110556	two
common_voice_en_22110557	four
common_voice_en_21918572	no
common_voice_en_21918574	four
common_voice_en_22184783	two
common_voice_en_22207496	yes
common_voice_en_22207498	four
common_voice_en_22207499	three
common_voice_en_22207500	two
common_voice_en_22185771	yes
common_voice_en_22185772	three
common_voice_en_21985731	no
common_voice_en_21985734	yes
common_voice_en_21985741	three
common_voice_en_22160631	one
common_voice_en_22160634	yes
common_voice_en_22160637	three
common_voice_en_22150855	one
common_voice_en_22184650	three
common_voice_en_22009947	yes
common_voice_en_22171927	three
common_voice_en_22171928	four
common_voice_en_22186269	no
common_voice_en_22186270	four
common_voice_en_22224077	no
common_voice_en_22224082	two
common_voice_en_22224085	four
common_voice_en_22058784	no
common_voice_en_22058785	two
common_voice_en_22064403	no
common_voice_en_22064406	yes
common_voice_en_22064408	two
common_voice_en_22191464	yes
common_voice_en_21941939	no
common_voice_en_22095075	no
common_voice_en_21970433	three
common_voice_en_21970435	two
common_voice_en_22036344	three
common_voice_en_22036348	yes
common_voice_en_22036350	one
common_voice_en_21916849	four
common_voice_en_21916850	no
common_voice_en_21916852	two
common_voice_en_22013872	yes
common_voice_en_22255694	one
common_voice_en_22255696	four
common_voice_en_22112365	no
common_voice_en_22112368	yes
common_voice_en_22112370	four
common_voice_en_22217849	no
common_voice_en_22217855	four
common_voice_en_22217858	three
common_voice_en_22217864	two
common_voice_en_22000552	one
common_voice_en_21918800	yes
common_voice_en_21918801	four
common_voice_en_22089958	one
common_voice_en_22089966	four
common_voice_en_22167379	no
common_voice_en_22167400	one
common_voice_en_22018560	no
common_voice_en_22018561	yes
common_voice_en_22018562	four
common_voice_en_22173882	one
common_voice_en_21953607	yes
common_voice_en_21953611	no
common_voice_en_22215057	one
common_voice_en_22215060	no
common_voice_en_22215061	three
common_voice_en_22157738	one
common_voice_en_22157740	yes
common_voice_en_22224900	no
common_voice_en_21965059	no
common_voice_en_22111143	no
common_voice_en_22111147	three
common_voice_en_22111150	yes
common_voice_en_22108911	four
common_voice_en_22244666	one
common_voice_en_22244671	yes
common_voice_en_22017233	no
common_voice_en_22017234	three
common_voice_en_22017235	four
common_voice_en_22017236	one
common_voice_en_22116442	four
common_voice_en_22116447	no
common_voice_en_22116451	two
common_voice_en_21946034	two
common_voice_en_21946035	no
common_voice_en_22152565	yes
common_voice_en_22152567	three
common_voice_en_22152568	no
common_voice_en_22026187	no
common_voice_en_22080055	four
common_voice_en_22212586	three
common_voice_en_22212587	four
common_voice_en_22212588	no
common_voice_en_22080098	no
common_voice_en_22080099	four
common_voice_en_21949389	one
common_voice_en_22174020	two
common_voice_en_22174021	four
common_voice_en_22174022	yes
common_voice_en_22187770	three
common_voice_en_22167114	two
common_voice_en_22167123	no
common_voice_en_22008890	one
common_voice_en_21947929	one
common_voice_en_21947934	four
common_voice_en_22046957	no
common_voice_en_22046961	three
common_voice_en_22024521	no
common_voice_en_22024533	yes
common_voice_en_22214417	no
common_voice_en_22214421	one
common_voice_en_22152358	one
common_voice_en_22129103	two
common_voice_en_22129108	one
common_voice_en_22129111	three
common_voice_en_22221994	yes
common_voice_en_22064820	one
common_voice_en_22064824	no
common_voice_en_22194250	three
common_voice_en_22194257	one
common_voice_en_21951334	three
common_voice_en_21951343	two
common_voice_en_22066394	three
common_voice_en_22060193	no
common_voice_en_22060196	three
common_voice_en_22060198	one
common_voice_en_21967704	one
common_voice_en_21967705	yes
common_voice_en_21967708	two
common_voice_en_22058205	four
common_voice_en_22118240	three
common_voice_en_22237055	two
common_voice_en_22237058	no
common_voice_en_22053727	two
common_voice_en_22053728	three
common_voice_en_22166791	three
common_voice_en_22166792	four
common_voice_en_22184788	no
common_voice_en_22117323	one
common_voice_en_22117327	two
common_voice_en_22184724	yes
common_voice_en_22041845	one
common_voice_en_22025011	one
common_voice_en_22025012	no
common_voice_en_22152818	three
common_voice_en_22152821	yes
common_voice_en_22152822	four
common_voice_en_22158278	no
common_voice_en_22158283	four
common_voice_en_22059085	two
common_voice_en_22082316	one
common_voice_en_22082317	two
common_voice_en_22150768	yes
common_voice_en_22150776	three
common_voice_en_22150779	two
common_voice_en_22084783	two
common_voice_en_21974812	four
common_voice_en_21974814	two
common_voice_en_22066955	no
common_voice_en_22066961	one
common_voice_en_22203276	yes
common_voice_en_22203279	four
common_voice_en_22215167	yes
common_voice_en_22215171	no
common_voice_en_21912807	four
common_voice_en_21937947	two
common_voice_en_21937951	three
common_voice_en_22000631	yes
common_voice_en_22000635	three
common_voice_en_22114821	no
common_voice_en_22114822	four
common_voice_en_22114824	two
common_voice_en_22114828	three
common_voice_en_22184201	no
common_voice_en_22184202	yes
common_voice_en_22184203	two
common_voice_en_22184204	four
common_voice_en_22062066	two
common_voice_en_22062068	one
common_voice_en_22046312	three
common_voice_en_22046315	four
common_voice_en_22192399	one
common_voice_en_22008039	three
common_voice_en_22008045	no
common_voice_en_21949944	no
common_voice_en_21949947	four
common_voice_en_21949948	three
common_voice_en_22184507	three
common_voice_en_22184508	yes
common_voice_en_22184509	one
common_voice_en_22184511	four
common_voice_en_22019100	no
common_voice_en_22019103	four
common_voice_en_22189049	one
common_voice_en_22189052	three
common_voice_en_21960659	three
common_voice_en_21960660	four
common_voice_en_21960661	two
common_voice_en_21960662	yes
common_voice_en_22145342	two
common_voice_en_22019155	four
common_voice_en_22019156	two
common_voice_en_22194166	one
common_voice_en_22194179	two
common_voice_en_22194183	no
common_voice_en_22112956	one
common_voice_en_22112958	three
common_voice_en_22079299	four
common_voice_en_22079302	no
common_voice_en_22079309	one
common_voice_en_21918623	three
common_voice_en_21918625	no
common_voice_en_22105805	yes
common_voice_en_22105806	four
common_voice_en_22163563	three
common_voice_en_22163567	no
common_voice_en_21951133	four
common_voice_en_21951134	one
common_voice_en_21951135	no
common_voice_en_21951141	yes
common_voice_en_22126420	two
common_voice_en_21962449	three
common_voice_en_21962463	one
common_voice_en_22229657	no
common_voice_en_22229658	four
common_voice_en_22229660	yes
common_voice_en_22165717	no
common_voice_en_22165721	two
common_voice_en_22167640	two
common_voice_en_22015780	yes
common_voice_en_22015781	three
common_voice_en_21946912	one
common_voice_en_21946915	two
common_voice_en_21946916	four
common_voice_en_21981207	one
common_voice_en_21981217	no
common_voice_en_21981220	yes
common_voice_en_22002496	one
common_voice_en_22002498	no
common_voice_en_22002500	three
common_voice_en_22099758	three
common_voice_en_22099759	no
common_voice_en_22099762	one
common_voice_en_22126150	one
common_voice_en_22126151	no
common_voice_en_22126152	four
common_voice_en_21941915	one
common_voice_en_21909513	one
common_voice_en_22156616	three
common_voice_en_22123823	four
common_voice_en_21981028	two
common_voice_en_21981037	four
common_voice_en_21981048	three
common_voice_en_22082461	yes
common_voice_en_22082466	three
common_voice_en_22082470	no
common_voice_en_22261056	three
common_voice_en_22261059	no
common_voice_en_22261062	four
common_voice_en_22261064	one
common_voice_en_21916091	yes
common_voice_en_21916093	no
common_voice_en_21916094	one
common_voice_en_22017485	one
common_voice_en_22049667	three
common_voice_en_22049669	four
common_voice_en_22049670	one
common_voice_en_21976230	no
common_voice_en_21976233	two
common_voice_en_21976234	four
common_voice_en_22024297	three
common_voice_en_22112964	no
common_voice_en_22112965	two
common_voice_en_22112968	yes
common_voice_en_21991874	four
common_voice_en_21991876	three
common_voice_en_22171526	three
common_voice_en_22171530	yes
common_voice_en_22171533	two
common_voice_en_22108521	two
common_voice_en_22108522	yes
common_voice_en_22108524	no
common_voice_en_21939659	two
common_voice_en_21939663	no
common_voice_en_22009894	yes
common_voice_en_22009896	one
common_voice_en_21925347	one
common_voice_en_21925350	no
common_voice_en_22167205	yes
common_voice_en_22167210	one
common_voice_en_22167214	no
common_voice_en_22198847	one
common_voice_en_22196412	one
common_voice_en_22196414	yes
common_voice_en_22135699	two
common_voice_en_22135701	no
common_voice_en_22138225	two
common_voice_en_22138226	yes
common_voice_en_21930797	no
common_voice_en_22167531	yes
common_voice_en_22167536	one
common_voice_en_22167540	no
common_voice_en_22099806	no
common_voice_en_22099807	one
common_voice_en_22099810	two
common_voice_en_22159224	no
common_voice_en_22223163	two
common_voice_en_22223164	yes
common_voice_en_22200680	yes
common_voice_en_22200688	four
common_voice_en_22050613	three
common_voice_en_22183109	one
common_voice_en_22183111	two
common_voice_en_22164119	one
common_voice_en_22164120	four
common_voice_en_22164122	two
common_voice_en_21924636	three
common_voice_en_21924640	four
common_voice_en_22009813	yes
common_voice_en_22009814	two
common_voice_en_22009817	three
common_voice_en_22009337	two
common_voice_en_22009338	one
common_voice_en_22001914	two
common_voice_en_22001915	no
common_voice_en_22001916	yes
common_voice_en_22081066	no
common_voice_en_22213818	one
common_voice_en_22213819	no
common_voice_en_22213820	yes
common_voice_en_21988419	yes
common_voice_en_22053018	three
common_voice_en_21944393	no
common_voice_en_22124011	one
common_voice_en_21957238	three
common_voice_en_22184567	four
common_voice_en_22184569	one
common_voice_en_22184571	yes
common_voice_en_22181962	one
common_voice_en_22181968	yes
common_voice_en_22181970	no
common_voice_en_22229845	four
common_voice_en_22036572	four
common_voice_en_22104973	two
common_voice_en_22104974	yes
common_voice_en_22104976	three
common_voice_en_22194936	one
common_voice_en_22194939	four
common_voice_en_22148508	yes
common_voice_en_22148510	two
common_voice_en_22231453	yes
common_voice_en_21944612	four
common_voice_en_21944613	yes
common_voice_en_22201832	no
common_voice_en_22201834	four
common_voice_en_22207288	three
common_voice_en_22207290	four
common_voice_en_22207292	two
common_voice_en_22224391	no
common_voice_en_22224393	three
common_voice_en_21922627	yes
common_voice_en_21922628	two
common_voice_en_22107942	yes
common_voice_en_22107943	two
common_voice_en_21945044	no
common_voice_en_21945045	one
common_voice_en_21945048	yes
common_voice_en_21938431	no
common_voice_en_21938432	four
common_voice_en_21938433	one
common_voice_en_22172687	two
common_voice_en_22172690	no
common_voice_en_22172692	yes
common_voice_en_22142166	one
common_voice_en_22165452	no
common_voice_en_22165456	yes
common_voice_en_22165460	three
common_voice_en_22251569	yes
common_voice_en_22251580	three
common_voice_en_21983927	four
common_voice_en_21983930	no
common_voice_en_21983934	two
common_voice_en_22044536	no
common_voice_en_22044543	one
common_voice_en_22229752	no
common_voice_en_22229754	yes
common_voice_en_22229755	three
common_voice_en_22044199	yes
common_voice_en_22113004	no
common_voice_en_22113005	four
common_voice_en_22113006	one
common_voice_en_22225623	one
common_voice_en_22225624	four
common_voice_en_22225625	two
common_voice_en_22081141	four
common_voice_en_22081147	three
common_voice_en_22152198	yes
common_voice_en_22022068	no
common_voice_en_22022070	one
common_voice_en_22288496	yes
common_voice_en_22288513	no
common_voice_en_22288525	one
common_voice_en_21912243	no
common_voice_en_21912247	two
common_voice_en_21994226	no
common_voice_en_21994229	two
common_voice_en_22182696	two
common_voice_en_22182698	one
common_voice_en_22228852	three
common_voice_en_22228854	one
common_voice_en_22228855	no
common_voice_en_22228857	yes
common_voice_en_22171604	one
common_voice_en_21999425	one
common_voice_en_21999426	two
common_voice_en_21999427	no
common_voice_en_21999429	yes
common_voice_en_22203347	one
common_voice_en_22129293	no
common_voice_en_22129296	four
common_voice_en_22183901	yes
common_voice_en_22183902	four
common_voice_en_22136236	yes
common_voice_en_22136240	one
common_voice_en_22136242	four
common_voice_en_22009690	three
common_voice_en_22009696	yes
common_voice_en_22009697	four
common_voice_en_22016796	one
common_voice_en_22016797	four
common_voice_en_22016798	three
common_voice_en_22016799	two
common_voice_en_22176078	yes
common_voice_en_22176085	two
common_voice_en_22176088	four
common_voice_en_22176090	no
common_voice_en_22161978	one
common_voice_en_22161979	yes
common_voice_en_22161990	no
common_voice_en_22225890	one
common_voice_en_22225894	two
common_voice_en_21994976	four
common_voice_en_21902791	two
common_voice_en_22227917	yes
common_voice_en_22227918	no
common_voice_en_22040771	four
common_voice_en_22040776	no
common_voice_en_22054528	yes
common_voice_en_22054529	one
common_voice_en_22054534	no
common_voice_en_22201618	no
common_voice_en_22201623	one
common_voice_en_21952550	four
common_voice_en_21952566	yes
common_voice_en_22238889	four
common_voice_en_22238891	yes
common_voice_en_22109209	one
common_voice_en_22109210	yes
common_voice_en_22109211	no
common_voice_en_21921581	one
common_voice_en_21921583	yes
common_voice_en_21921585	three
common_voice_en_22062542	yes
common_voice_en_22062544	one
common_voice_en_22062545	two
common_voice_en_21917043	three
common_voice_en_21917044	one
common_voice_en_21917045	no
common_voice_en_22063489	two
common_voice_en_22063492	yes
common_voice_en_22063494	one
common_voice_en_22063496	four
common_voice_en_22160127	no
common_voice_en_22160129	two
common_voice_en_22160135	three
common_voice_en_21979784	one
common_voice_en_21979786	no
common_voice_en_21979788	yes
common_voice_en_22134978	yes
common_voice_en_22134982	four
common_voice_en_22203690	three
common_voice_en_22203694	four
common_voice_en_22211376	two
common_voice_en_22211379	yes
common_voice_en_22058424	three
common_voice_en_22058431	four
common_voice_en_21945213	one
common_voice_en_21945214	two
common_voice_en_22090858	yes
common_voice_en_22211840	yes
common_voice_en_22211841	no
common_voice_en_22211842	three
common_voice_en_21917250	two
common_voice_en_21917251	three
common_voice_en_22083437	four
common_voice_en_22083441	one
common_voice_en_22135120	two
common_voice_en_22135121	one
common_voice_en_22037467	three
common_voice_en_22037469	yes
common_voice_en_22130909	yes
common_voice_en_22049083	one
common_voice_en_22049086	yes
common_voice_en_22229000	one
common_voice_en_22229006	no
common_voice_en_22158600	four
common_voice_en_22158606	one
common_voice_en_21946755	three
common_voice_en_21946759	no
common_voice_en_22023135	two
common_voice_en_22023137	no
common_voice_en_22221174	three
common_voice_en_21979883	one
common_voice_en_21979889	three
common_voice_en_21908378	yes
common_voice_en_21908379	two
common_voice_en_21908382	four
common_voice_en_22176409	no
common_voice_en_22176411	two
common_voice_en_22163695	three
common_voice_en_22161502	no
common_voice_en_22161506	two
common_voice_en_21984678	two
common_voice_en_21984681	four
common_voice_en_22211959	no
common_voice_en_22211964	four
common_voice_en_22215757	three
common_voice_en_22047377	no
common_voice_en_22047378	one
common_voice_en_22152826	yes
common_voice_en_22152831	two
common_voice_en_22171373	one
common_voice_en_22171375	no
common_voice_en_22171381	yes
common_voice_en_22245615	yes
common_voice_en_22204533	three
common_voice_en_21997367	yes
common_voice_en_21997371	four
common_voice_en_21997372	two
common_voice_en_21965243	one
common_voice_en_21965254	four
common_voice_en_21965255	no
common_voice_en_21965256	yes
common_voice_en_22020117	no
common_voice_en_22020119	yes
common_voice_en_22020121	three
common_voice_en_22047863	no
common_voice_en_22047868	two
common_voice_en_22213293	two
common_voice_en_22213296	four
common_voice_en_22071353	four
common_voice_en_22071356	yes
common_voice_en_22071360	two
common_voice_en_22054209	three
common_voice_en_22054211	no
common_voice_en_22054212	two
common_voice_en_22143432	one
common_voice_en_22143433	no
common_voice_en_22143435	two
common_voice_en_22155111	two
common_voice_en_22115978	one
common_voice_en_22116023	yes
common_voice_en_22152528	one
common_voice_en_22152530	no
common_voice_en_21962486	two
common_voice_en_21962492	four
common_voice_en_22070180	three
common_voice_en_22070183	two
common_voice_en_22052410	three
common_voice_en_22052413	one
common_voice_en_22052468	four
common_voice_en_21926097	one
common_voice_en_22183782	two
common_voice_en_22183783	no
common_voice_en_22183784	three
common_voice_en_21965638	three
common_voice_en_21965639	one
common_voice_en_22211759	no
common_voice_en_22211762	yes
common_voice_en_22175039	one
common_voice_en_22175041	four
common_voice_en_22112429	four
common_voice_en_22112437	two
common_voice_en_22110804	no
common_voice_en_21926015	yes
common_voice_en_22230438	yes
common_voice_en_21954764	two
common_voice_en_21954766	no
common_voice_en_21954768	four
common_voice_en_22114685	no
common_voice_en_22114686	four
common_voice_en_21994785	yes
common_voice_en_22225761	two
common_voice_en_22225763	four
common_voice_en_22225764	three
common_voice_en_22225765	yes
common_voice_en_21957802	no
common_voice_en_21957804	yes
common_voice_en_21957809	two
common_voice_en_22164261	yes
common_voice_en_22164264	no
common_voice_en_22183419	two
common_voice_en_22153823	three
common_voice_en_22153826	four
common_voice_en_22037978	three
common_voice_en_22037983	no
common_voice_en_22037986	one
common_voice_en_21992963	one
common_voice_en_21992967	two
common_voice_en_22148849	no
common_voice_en_22148850	yes
common_voice_en_22148851	two
common_voice_en_22228831	two
common_voice_en_22098205	four
common_voice_en_22098206	three
common_voice_en_22120535	two
common_voice_en_22120538	yes
common_voice_en_22161047	yes
common_voice_en_22161054	four
common_voice_en_22203268	one
common_voice_en_22203269	yes
common_voice_en_22203270	two
common_voice_en_22043949	no
common_voice_en_22043951	two
common_voice_en_22000430	three
common_voice_en_22000431	yes
common_voice_en_22000434	no
common_voice_en_21956455	no
common_voice_en_21956457	four
common_voice_en_21956461	yes
common_voice_en_22216397	four
common_voice_en_22216411	three
common_voice_en_22089241	four
common_voice_en_22089249	three
common_voice_en_22089251	one
common_voice_en_21991616	one
common_voice_en_22077394	two
common_voice_en_22006685	three
common_voice_en_22006686	yes
common_voice_en_22006687	four
common_voice_en_21986077	yes
common_voice_en_21986078	two
common_voice_en_22074226	no
common_voice_en_22074236	yes
common_voice_en_22074241	four
common_voice_en_22074247	one
common_voice_en_22155621	four
common_voice_en_22155622	one
common_voice_en_22079492	two
common_voice_en_22079505	one
common_voice_en_22079507	yes
common_voice_en_22069160	four
common_voice_en_22090460	two
common_voice_en_22090464	yes
common_voice_en_22090467	three
common_voice_en_22090471	no
common_voice_en_22224241	yes
common_voice_en_21947409	three
common_voice_en_21947410	no
common_voice_en_21947411	yes
common_voice_en_22172373	one
common_voice_en_22172374	four
common_voice_en_22056952	no
common_voice_en_22056953	three
common_voice_en_22056955	one
common_voice_en_22293483	no
common_voice_en_22293507	yes
common_voice_en_22212608	two
common_voice_en_22212609	no
common_voice_en_22061804	one
common_voice_en_22061809	no
common_voice_en_22115894	yes
common_voice_en_22115897	three
common_voice_en_22115902	one
common_voice_en_22128812	yes
common_voice_en_22128815	one
common_voice_en_22128819	two
common_voice_en_22128821	four
common_voice_en_22188811	no
common_voice_en_22178129	two
common_voice_en_22178130	yes
common_voice_en_22178135	one
common_voice_en_22198149	three
common_voice_en_22198154	one
common_voice_en_22198157	yes
common_voice_en_21956482	four
common_voice_en_21956483	yes
common_voice_en_21956491	one
common_voice_en_21982839	four
common_voice_en_21982843	two
common_voice_en_22137041	no
common_voice_en_22201663	one
common_voice_en_21923405	four
common_voice_en_21923408	three
common_voice_en_21950191	one
common_voice_en_21950192	four
common_voice_en_21950193	two
common_voice_en_21950194	three
common_voice_en_22219487	no
common_voice_en_22219491	three
common_voice_en_22219492	yes
common_voice_en_22031524	yes
common_voice_en_22031527	four
common_voice_en_22157891	no
common_voice_en_22157893	yes
common_voice_en_22157897	four
common_voice_en_22138373	three
common_voice_en_21915623	four
common_voice_en_21915624	one
common_voice_en_22059540	two
common_voice_en_22059545	yes
common_voice_en_21920927	two
common_voice_en_21920928	one
common_voice_en_21920929	no
common_voice_en_21920930	three
common_voice_en_21912861	three
common_voice_en_21912866	no
common_voice_en_22072992	no
common_voice_en_22030711	three
common_voice_en_22196806	three
common_voice_en_22229709	yes
common_voice_en_22229712	four
common_voice_en_21952815	one
common_voice_en_21952819	yes
common_voice_en_22109091	two
common_voice_en_22109092	no
common_voice_en_22109094	four
common_voice_en_22148621	two
common_voice_en_22148622	four
common_voice_en_21916620	no
common_voice_en_21916622	one
common_voice_en_21916627	four
common_voice_en_22229824	two
common_voice_en_22229825	no
common_voice_en_22229827	yes
common_voice_en_21967167	two
common_voice_en_22072116	yes
common_voice_en_22072119	one
common_voice_en_22245721	no
common_voice_en_22245722	two
common_voice_en_22127880	three
common_voice_en_22127883	one
common_voice_en_22044280	no
common_voice_en_22044282	three
common_voice_en_22052725	two
common_voice_en_22052727	three
common_voice_en_22052729	no
common_voice_en_22052730	one
common_voice_en_22236072	no
common_voice_en_22212598	two
common_voice_en_22212599	one
common_voice_en_22232714	yes
common_voice_en_22232715	three
common_voice_en_22232716	four
common_voice_en_21966765	four
common_voice_en_21966766	one
common_voice_en_21966767	two
common_voice_en_22027324	four
common_voice_en_22175163	one
common_voice_en_22175167	four
common_voice_en_22175172	no
common_voice_en_22096446	one
common_voice_en_22096448	no
common_voice_en_22131336	one
common_voice_en_22021457	yes
common_voice_en_22023845	one
common_voice_en_22165950	three
common_voice_en_22165953	yes
common_voice_en_22165954	two
common_voice_en_21997325	four
common_voice_en_22082150	two
common_voice_en_21964311	three
common_voice_en_21964316	no
common_voice_en_22134413	yes
common_voice_en_22134415	no
common_voice_en_22018520	one
common_voice_en_22018522	three
common_voice_en_22077806	one
common_voice_en_22159920	four
common_voice_en_22159922	no
common_voice_en_22159924	three
common_voice_en_22168563	one
common_voice_en_22168567	three
common_voice_en_22093338	one
common_voice_en_22093350	four
common_voice_en_22042322	yes
common_voice_en_22086697	no
common_voice_en_22086702	two
common_voice_en_22084703	four
common_voice_en_21915744	yes
common_voice_en_21959761	one
common_voice_en_21959763	yes
common_voice_en_22062192	yes
common_voice_en_22062199	one
common_voice_en_22099891	three
common_voice_en_22184684	four
common_voice_en_22184688	yes
common_voice_en_22184691	one
common_voice_en_22203727	two
common_voice_en_22203729	yes
common_voice_en_22120632	four
common_voice_en_22120635	yes
common_voice_en_22124809	three
common_voice_en_22124814	no
common_voice_en_22051567	one
common_voice_en_22127226	two
common_voice_en_22127227	four
common_voice_en_22178372	one
common_voice_en_22028812	three
common_voice_en_22028818	no
common_voice_en_22028822	four
common_voice_en_22028825	one
common_voice_en_22222811	one
common_voice_en_22222819	four
common_voice_en_22148867	yes
common_voice_en_22127613	one
common_voice_en_22127617	yes
common_voice_en_22199914	four
common_voice_en_22199915	yes
common_voice_en_22199920	three
common_voice_en_22115350	yes
common_voice_en_22115354	one
common_voice_en_22115355	four
common_voice_en_22125344	four
common_voice_en_22125349	three
common_voice_en_22125350	two
common_voice_en_22209380	yes
common_voice_en_22219665	no
common_voice_en_22219667	yes
common_voice_en_22007306	three
common_voice_en_22007308	one
common_voice_en_22007310	yes
common_voice_en_22230673	no
common_voice_en_22230676	one
common_voice_en_22027727	three
common_voice_en_22197644	yes
common_voice_en_21963630	three
common_voice_en_21963631	four
common_voice_en_22229882	no
common_voice_en_22229885	yes
common_voice_en_22016729	three
common_voice_en_22016737	no
common_voice_en_22016739	yes
common_voice_en_22175327	no
common_voice_en_22175332	two
common_voice_en_22203047	three
common_voice_en_22203049	four
common_voice_en_22237308	two
common_voice_en_22237309	yes
common_voice_en_22124254	four
common_voice_en_21991578	four
common_voice_en_22233453	one
common_voice_en_22233454	no
common_voice_en_21999304	yes
common_voice_en_21999305	three
common_voice_en_22085816	yes
common_voice_en_22085820	three
common_voice_en_22212622	no
common_voice_en_22212626	two
common_voice_en_22183846	yes
common_voice_en_22183849	two
common_voice_en_21953190	one
common_voice_en_21953193	four
common_voice_en_21953195	two
common_voice_en_22141956	two
common_voice_en_22141957	yes
common_voice_en_22162671	one
common_voice_en_22162673	no
common_voice_en_22148431	three
common_voice_en_22148433	four
common_voice_en_21945504	one
common_voice_en_21945505	no
common_voice_en_22036764	three
common_voice_en_22036768	one
common_voice_en_22036769	two
common_voice_en_22151253	two
common_voice_en_22192838	three
common_voice_en_22192840	four
common_voice_en_22104703	four
common_voice_en_22104705	yes
common_voice_en_21993253	one
common_voice_en_22192783	four
common_voice_en_22192788	yes
common_voice_en_21971793	no
common_voice_en_22171489	four
common_voice_en_22122574	one
common_voice_en_22122576	yes
common_voice_en_22122579	four
common_voice_en_22181926	no
common_voice_en_22181927	three
common_voice_en_22084793	two
common_voice_en_22042359	yes
common_voice_en_22042362	no
common_voice_en_22042364	four
common_voice_en_22094926	yes
common_voice_en_22094927	two
common_voice_en_22010753	four
common_voice_en_22126096	three
common_voice_en_22126098	one
common_voice_en_22126100	yes
common_voice_en_22126103	four
common_voice_en_21920121	four
common_voice_en_21920122	three
common_voice_en_21963184	four
common_voice_en_21963185	three
common_voice_en_21949979	no
common_voice_en_21949982	four
common_voice_en_21949984	three
common_voice_en_22072367	no
common_voice_en_22072370	three
common_voice_en_22072372	one
common_voice_en_22072375	two
common_voice_en_22152111	no
common_voice_en_22152112	four
common_voice_en_22152114	one
common_voice_en_22116630	three
common_voice_en_22116636	yes
common_voice_en_22142155	three
common_voice_en_22138545	three
common_voice_en_22138549	two
common_voice_en_22138555	four
common_voice_en_22059854	three
common_voice_en_22059858	yes
common_voice_en_22006820	two
common_voice_en_22006823	yes
common_voice_en_22006824	four
common_voice_en_22004331	one
common_voice_en_21960130	no
common_voice_en_21960133	yes
common_voice_en_21960135	four
common_voice_en_22167475	three
common_voice_en_22167484	two
common_voice_en_22121354	one
common_voice_en_22121358	yes
common_voice_en_22129945	three
common_voice_en_22129963	yes
common_voice_en_22117984	two
common_voice_en_22117986	yes
common_voice_en_22117996	no
common_voice_en_21966832	no
common_voice_en_21966845	four
common_voice_en_21943517	one
common_voice_en_22223091	one
common_voice_en_22223093	no
common_voice_en_22020854	four
common_voice_en_22020857	no
common_voice_en_22004318	no
common_voice_en_22004319	yes
common_voice_en_22187517	one
common_voice_en_22187520	yes
common_voice_en_22137389	four
