	path	sentence
1701	common_voice_en_22153696_pitch_0.8	three
1702	common_voice_en_22153703_pitch_1.2	two
1703	common_voice_en_21950360_noise_0.03	four
1704	common_voice_en_22145027_noise_0.03	two
1705	common_voice_en_22145039_pitch_0.8	four
1706	common_voice_en_22145128_pitch_1.2	yes
1707	common_voice_en_21947963_noise_0.03	one
1708	common_voice_en_21960096_noise_0.03	two
1709	common_voice_en_22292502_pitch_0.8	one
1710	common_voice_en_22292506_pitch_1.2	yes
1711	common_voice_en_22166855_noise_0.03	three
1712	common_voice_en_22279315_noise_0.03	one
1713	common_voice_en_22279337_pitch_0.8	four
1714	common_voice_en_22131349_pitch_1.2	no
1715	common_voice_en_22086311_noise_0.03	no
1716	common_voice_en_22165159_noise_0.03	three
1717	common_voice_en_22260332_pitch_0.8	no
1718	common_voice_en_22260335_pitch_1.2	yes
1719	common_voice_en_22198459_noise_0.03	one
1720	common_voice_en_22005423_noise_0.03	one
1721	common_voice_en_22070895_pitch_0.8	one
1722	common_voice_en_22116298_pitch_1.2	yes
1723	common_voice_en_22004233_noise_0.03	three
1724	common_voice_en_22024168_noise_0.03	yes
1725	common_voice_en_22024170_pitch_0.8	three
1726	common_voice_en_22024174_pitch_1.2	four
1727	common_voice_en_22070016_noise_0.03	three
1728	common_voice_en_22064433_noise_0.03	two
1729	common_voice_en_22064434_pitch_0.8	one
1730	common_voice_en_22064482_pitch_1.2	yes
1731	common_voice_en_22119114_noise_0.03	one
1732	common_voice_en_21921247_noise_0.03	four
1733	common_voice_en_22019729_pitch_0.8	yes
1734	common_voice_en_22019731_pitch_1.2	no
1735	common_voice_en_21975946_noise_0.03	four
1736	common_voice_en_21928956_noise_0.03	four
1737	common_voice_en_21928957_pitch_0.8	two
1738	common_voice_en_22131084_pitch_1.2	four
1739	common_voice_en_22196579_noise_0.03	four
1740	common_voice_en_21928370_noise_0.03	three
1741	common_voice_en_21928372_pitch_0.8	two
1742	common_voice_en_22127901_pitch_1.2	three
1743	common_voice_en_22014974_noise_0.03	two
1744	common_voice_en_22259762_noise_0.03	yes
1745	common_voice_en_21984909_pitch_0.8	yes
1746	common_voice_en_21985074_pitch_1.2	two
1747	common_voice_en_22011445_noise_0.03	two
1748	common_voice_en_22158341_noise_0.03	no
1749	common_voice_en_22158380_pitch_0.8	two
1750	common_voice_en_22048407_pitch_1.2	one
1751	common_voice_en_22048438_noise_0.03	two
1752	common_voice_en_21943747_noise_0.03	no
1753	common_voice_en_21943748_pitch_0.8	two
1754	common_voice_en_21943760_pitch_1.2	three
1755	common_voice_en_22007418_noise_0.03	yes
1756	common_voice_en_21976113_noise_0.03	yes
1757	common_voice_en_22212088_pitch_0.8	no
1758	common_voice_en_22212093_pitch_1.2	one
1759	common_voice_en_22144005_noise_0.03	two
1760	common_voice_en_22125263_noise_0.03	one
1761	common_voice_en_22202347_pitch_0.8	one
1762	common_voice_en_22202358_pitch_1.2	four
1763	common_voice_en_22071613_noise_0.03	one
1764	common_voice_en_22094455_noise_0.03	three
1765	common_voice_en_22094456_pitch_0.8	yes
1766	common_voice_en_22094459_pitch_1.2	two
1767	common_voice_en_22243674_noise_0.03	one
1768	common_voice_en_21993026_noise_0.03	four
1769	common_voice_en_21993029_pitch_0.8	three
1770	common_voice_en_21993030_pitch_1.2	two
1771	common_voice_en_22106265_noise_0.03	three
1772	common_voice_en_22011901_noise_0.03	four
1773	common_voice_en_22274367_pitch_0.8	four
1774	common_voice_en_22274368_pitch_1.2	one
1775	common_voice_en_21965302_noise_0.03	one
1776	common_voice_en_22290710_noise_0.03	yes
1777	common_voice_en_22290725_pitch_0.8	one
1778	common_voice_en_22289885_pitch_1.2	yes
1779	common_voice_en_22057237_noise_0.03	four
1780	common_voice_en_22112963_noise_0.03	no
1781	common_voice_en_22111090_pitch_0.8	yes
1782	common_voice_en_22111092_pitch_1.2	one
1783	common_voice_en_21925649_noise_0.03	no
1784	common_voice_en_22164247_noise_0.03	one
1785	common_voice_en_21957760_pitch_0.8	four
1786	common_voice_en_21957765_pitch_1.2	yes
1787	common_voice_en_22152684_noise_0.03	no
1788	common_voice_en_22045258_noise_0.03	four
1789	common_voice_en_22045295_pitch_0.8	yes
1790	common_voice_en_22065272_pitch_1.2	one
1791	common_voice_en_22216144_noise_0.03	two
1792	common_voice_en_22180853_noise_0.03	two
1793	common_voice_en_22180859_pitch_0.8	one
1794	common_voice_en_22180862_pitch_1.2	four
1795	common_voice_en_22061258_noise_0.03	yes
1796	common_voice_en_22163437_noise_0.03	yes
1797	common_voice_en_22163450_pitch_0.8	four
1798	common_voice_en_22163455_pitch_1.2	one
1799	common_voice_en_22135157_noise_0.03	yes
1800	common_voice_en_22171655_noise_0.03	one
1801	common_voice_en_22171658_pitch_0.8	no
1802	common_voice_en_22171743_pitch_1.2	three
1803	common_voice_en_21946302_noise_0.03	one
1804	common_voice_en_22100390_noise_0.03	four
1805	common_voice_en_22100426_pitch_0.8	three
1806	common_voice_en_22228900_pitch_1.2	four
1807	common_voice_en_22297204_noise_0.03	no
1808	common_voice_en_22170629_noise_0.03	two
1809	common_voice_en_22211871_pitch_0.8	yes
1810	common_voice_en_22211880_pitch_1.2	no
1811	common_voice_en_22149786_noise_0.03	no
1812	common_voice_en_22011630_noise_0.03	three
1813	common_voice_en_22011657_pitch_0.8	two
1814	common_voice_en_22011659_pitch_1.2	no
1815	common_voice_en_22056779_noise_0.03	four
1816	common_voice_en_22082051_noise_0.03	no
1817	common_voice_en_21945903_pitch_0.8	yes
1818	common_voice_en_21945907_pitch_1.2	no
1819	common_voice_en_22104235_noise_0.03	yes
1820	common_voice_en_22055781_noise_0.03	four
1821	common_voice_en_22003657_pitch_0.8	one
1822	common_voice_en_22003661_pitch_1.2	four
1823	common_voice_en_21897836_noise_0.03	no
1824	common_voice_en_22139965_noise_0.03	one
1825	common_voice_en_22139967_pitch_0.8	yes
1826	common_voice_en_22139984_pitch_1.2	two
1827	common_voice_en_22194360_noise_0.03	one
1828	common_voice_en_22085953_noise_0.03	yes
1829	common_voice_en_22085954_pitch_0.8	one
1830	common_voice_en_22147549_pitch_1.2	yes
1831	common_voice_en_21954714_noise_0.03	four
1832	common_voice_en_22002605_noise_0.03	one
1833	common_voice_en_22002637_pitch_0.8	yes
1834	common_voice_en_22002640_pitch_1.2	four
1835	common_voice_en_22078070_noise_0.03	four
1836	common_voice_en_22013408_noise_0.03	no
1837	common_voice_en_22158264_pitch_0.8	yes
1838	common_voice_en_22158267_pitch_1.2	no
1839	common_voice_en_21935744_noise_0.03	two
1840	common_voice_en_21994864_noise_0.03	yes
1841	common_voice_en_21994871_pitch_0.8	two
1842	common_voice_en_21995018_pitch_1.2	one
1843	common_voice_en_22058398_noise_0.03	three
1844	common_voice_en_22144264_noise_0.03	yes
1845	common_voice_en_22144265_pitch_0.8	no
1846	common_voice_en_22083739_pitch_1.2	one
1847	common_voice_en_22083791_noise_0.03	yes
1848	common_voice_en_22064029_noise_0.03	one
1849	common_voice_en_22152131_pitch_0.8	three
1850	common_voice_en_22152138_pitch_1.2	yes
1851	common_voice_en_22108731_noise_0.03	three
1852	common_voice_en_22102736_noise_0.03	one
1853	common_voice_en_22102738_pitch_0.8	two
1854	common_voice_en_22102740_pitch_1.2	yes
1855	common_voice_en_22015180_noise_0.03	four
1856	common_voice_en_22031078_noise_0.03	no
1857	common_voice_en_22031080_pitch_0.8	one
1858	common_voice_en_22106897_pitch_1.2	two
1859	common_voice_en_22106901_noise_0.03	yes
1860	common_voice_en_22270214_noise_0.03	two
1861	common_voice_en_22270215_pitch_0.8	yes
1862	common_voice_en_22270216_pitch_1.2	one
1863	common_voice_en_22092499_noise_0.03	three
1864	common_voice_en_22173831_noise_0.03	yes
1865	common_voice_en_22016395_pitch_0.8	three
1866	common_voice_en_22016398_pitch_1.2	yes
1867	common_voice_en_22016431_noise_0.03	no
1868	common_voice_en_22183810_noise_0.03	four
1869	common_voice_en_22063878_pitch_0.8	four
1870	common_voice_en_22063897_pitch_1.2	yes
1871	common_voice_en_22102646_noise_0.03	one
1872	common_voice_en_21915815_noise_0.03	two
1873	common_voice_en_21915818_pitch_0.8	one
1874	common_voice_en_21915820_pitch_1.2	three
1875	common_voice_en_21937591_noise_0.03	two
1876	common_voice_en_21994607_noise_0.03	no
1877	common_voice_en_22137412_pitch_0.8	one
1878	common_voice_en_22137414_pitch_1.2	three
1879	common_voice_en_22137438_noise_0.03	four
1880	common_voice_en_22125674_noise_0.03	two
1881	common_voice_en_22125701_pitch_0.8	four
1882	common_voice_en_22125702_pitch_1.2	yes
1883	common_voice_en_22286794_noise_0.03	one
1884	common_voice_en_22038256_noise_0.03	four
1885	common_voice_en_22131937_pitch_0.8	two
1886	common_voice_en_22131945_pitch_1.2	four
1887	common_voice_en_22165577_noise_0.03	two
1888	common_voice_en_22131096_noise_0.03	three
1889	common_voice_en_21993738_pitch_0.8	three
1890	common_voice_en_21993740_pitch_1.2	four
1891	common_voice_en_22219781_noise_0.03	one
1892	common_voice_en_22204517_noise_0.03	two
1893	common_voice_en_22204518_pitch_0.8	one
1894	common_voice_en_22023485_pitch_1.2	one
1895	common_voice_en_22023547_noise_0.03	yes
1896	common_voice_en_22285332_noise_0.03	one
1897	common_voice_en_22285358_pitch_0.8	yes
1898	common_voice_en_22285374_pitch_1.2	no
1899	common_voice_en_22140228_noise_0.03	four
1900	common_voice_en_22226513_noise_0.03	four
1901	common_voice_en_22226516_pitch_0.8	no
1902	common_voice_en_22226518_pitch_1.2	yes
1903	common_voice_en_22038877_noise_0.03	no
1904	common_voice_en_22155605_noise_0.03	no
1905	common_voice_en_22155612_pitch_0.8	three
1906	common_voice_en_22155615_pitch_1.2	one
1907	common_voice_en_22179549_noise_0.03	two
1908	common_voice_en_22001307_noise_0.03	two
1909	common_voice_en_22001328_pitch_0.8	three
1910	common_voice_en_22001331_pitch_1.2	four
1911	common_voice_en_22114710_noise_0.03	four
1912	common_voice_en_21965427_noise_0.03	four
1913	common_voice_en_22117444_pitch_0.8	one
1914	common_voice_en_22117478_pitch_1.2	yes
1915	common_voice_en_22020395_noise_0.03	no
1916	common_voice_en_22254653_noise_0.03	no
1917	common_voice_en_22254657_pitch_0.8	yes
1918	common_voice_en_22173097_pitch_1.2	no
1919	common_voice_en_22173132_noise_0.03	yes
1920	common_voice_en_22218116_noise_0.03	three
1921	common_voice_en_22218117_pitch_0.8	one
1922	common_voice_en_22246845_pitch_1.2	two
1923	common_voice_en_22289253_noise_0.03	one
1924	common_voice_en_22223467_noise_0.03	yes
1925	common_voice_en_22208247_pitch_0.8	two
1926	common_voice_en_22208249_pitch_1.2	four
1927	common_voice_en_21951008_noise_0.03	four
1928	common_voice_en_22215383_noise_0.03	one
1929	common_voice_en_22215385_pitch_0.8	no
1930	common_voice_en_22215386_pitch_1.2	two
1931	common_voice_en_22105864_noise_0.03	no
1932	common_voice_en_21998926_noise_0.03	one
1933	common_voice_en_22168398_pitch_0.8	four
1934	common_voice_en_22168401_pitch_1.2	no
1935	common_voice_en_22010724_noise_0.03	no
1936	common_voice_en_22149252_noise_0.03	no
1937	common_voice_en_22149254_pitch_0.8	two
1938	common_voice_en_22149256_pitch_1.2	one
1939	common_voice_en_22040398_noise_0.03	one
1940	common_voice_en_22190556_noise_0.03	no
1941	common_voice_en_22190562_pitch_0.8	yes
1942	common_voice_en_22190625_pitch_1.2	two
1943	common_voice_en_22135045_noise_0.03	one
1944	common_voice_en_22038845_noise_0.03	one
1945	common_voice_en_22038894_pitch_0.8	four
1946	common_voice_en_22039019_pitch_1.2	two
1947	common_voice_en_22162716_noise_0.03	no
1948	common_voice_en_22029574_noise_0.03	yes
1949	common_voice_en_22109391_pitch_0.8	two
1950	common_voice_en_22109392_pitch_1.2	three
1951	common_voice_en_21971799_noise_0.03	three
1952	common_voice_en_22133573_noise_0.03	two
1953	common_voice_en_22133575_pitch_0.8	one
1954	common_voice_en_22133576_pitch_1.2	four
1955	common_voice_en_22098916_noise_0.03	one
1956	common_voice_en_22274103_noise_0.03	four
1957	common_voice_en_22274106_pitch_0.8	no
1958	common_voice_en_22178807_pitch_1.2	three
1959	common_voice_en_22178857_noise_0.03	yes
1960	common_voice_en_21962759_noise_0.03	four
1961	common_voice_en_22233057_pitch_0.8	one
1962	common_voice_en_22233059_pitch_1.2	three
1963	common_voice_en_21918780_noise_0.03	yes
1964	common_voice_en_22119853_noise_0.03	no
1965	common_voice_en_22119879_pitch_0.8	yes
1966	common_voice_en_22119634_pitch_1.2	four
1967	common_voice_en_22119732_noise_0.03	no
1968	common_voice_en_22179455_noise_0.03	four
1969	common_voice_en_22115727_pitch_0.8	yes
1970	common_voice_en_22115734_pitch_1.2	two
1971	common_voice_en_22115799_noise_0.03	no
1972	common_voice_en_22010572_noise_0.03	yes
1973	common_voice_en_22010573_pitch_0.8	two
1974	common_voice_en_22010768_pitch_1.2	one
1975	common_voice_en_22218479_noise_0.03	one
1976	common_voice_en_22187661_noise_0.03	one
1977	common_voice_en_22187663_pitch_0.8	yes
1978	common_voice_en_22187666_pitch_1.2	two
1979	common_voice_en_22035564_noise_0.03	three
1980	common_voice_en_22068106_noise_0.03	one
1981	common_voice_en_22068154_pitch_0.8	two
1982	common_voice_en_21993548_pitch_1.2	one
1983	common_voice_en_22024381_noise_0.03	four
1984	common_voice_en_22148192_noise_0.03	no
1985	common_voice_en_21950243_pitch_0.8	one
1986	common_voice_en_21950245_pitch_1.2	two
1987	common_voice_en_21959013_noise_0.03	three
1988	common_voice_en_21940017_noise_0.03	two
1989	common_voice_en_21940018_pitch_0.8	one
1990	common_voice_en_21940019_pitch_1.2	three
1991	common_voice_en_22171003_noise_0.03	three
1992	common_voice_en_21940708_noise_0.03	three
1993	common_voice_en_21940710_pitch_0.8	four
1994	common_voice_en_21940733_pitch_1.2	yes
1995	common_voice_en_22130843_noise_0.03	two
1996	common_voice_en_22183750_noise_0.03	no
1997	common_voice_en_22183763_pitch_0.8	yes
1998	common_voice_en_22173726_pitch_1.2	two
1999	common_voice_en_22173754_noise_0.03	three
2000	common_voice_en_22215212_noise_0.03	one
2001	common_voice_en_22215214_pitch_0.8	two
2002	common_voice_en_22215215_pitch_1.2	yes
2003	common_voice_en_22018467_noise_0.03	three
2004	common_voice_en_22098003_noise_0.03	two
2005	common_voice_en_22074155_pitch_0.8	three
2006	common_voice_en_22074196_pitch_1.2	four
2007	common_voice_en_22155884_noise_0.03	yes
2008	common_voice_en_21939869_noise_0.03	yes
2009	common_voice_en_21939870_pitch_0.8	four
2010	common_voice_en_22156995_pitch_1.2	one
2011	common_voice_en_22157042_noise_0.03	no
2012	common_voice_en_22016808_noise_0.03	one
2013	common_voice_en_22016850_pitch_0.8	three
2014	common_voice_en_22016851_pitch_1.2	four
2015	common_voice_en_22175746_noise_0.03	no
2016	common_voice_en_22185997_noise_0.03	three
2017	common_voice_en_22185999_pitch_0.8	one
2018	common_voice_en_22020087_pitch_1.2	no
2019	common_voice_en_22093295_noise_0.03	two
2020	common_voice_en_22000303_noise_0.03	one
2021	common_voice_en_22000308_pitch_0.8	three
2022	common_voice_en_22209786_pitch_1.2	two
2023	common_voice_en_22209857_noise_0.03	no
2024	common_voice_en_22037003_noise_0.03	no
2025	common_voice_en_22085613_pitch_0.8	yes
2026	common_voice_en_22085617_pitch_1.2	two
2027	common_voice_en_22262197_noise_0.03	four
2028	common_voice_en_22079377_noise_0.03	yes
2029	common_voice_en_22079400_pitch_0.8	three
2030	common_voice_en_21976639_pitch_1.2	yes
2031	common_voice_en_21977064_noise_0.03	one
2032	common_voice_en_22052330_noise_0.03	three
2033	common_voice_en_22165383_pitch_0.8	four
2034	common_voice_en_22165384_pitch_1.2	one
2035	common_voice_en_22215808_noise_0.03	two
2036	common_voice_en_22249059_noise_0.03	yes
2037	common_voice_en_22048455_pitch_0.8	two
2038	common_voice_en_22048522_pitch_1.2	one
2039	common_voice_en_22124225_noise_0.03	four
2040	common_voice_en_21965380_noise_0.03	one
2041	common_voice_en_22013240_pitch_0.8	yes
2042	common_voice_en_22013251_pitch_1.2	two
2043	common_voice_en_22233854_noise_0.03	one
2044	common_voice_en_22021220_noise_0.03	four
2045	common_voice_en_22021228_pitch_0.8	three
2046	common_voice_en_22021368_pitch_1.2	no
2047	common_voice_en_22112727_noise_0.03	four
2048	common_voice_en_21991006_noise_0.03	one
2049	common_voice_en_21991008_pitch_0.8	three
2050	common_voice_en_22028873_pitch_1.2	one
2051	common_voice_en_22134126_noise_0.03	no
2052	common_voice_en_21964863_noise_0.03	yes
2053	common_voice_en_21964995_pitch_0.8	no
2054	common_voice_en_21964998_pitch_1.2	four
2055	common_voice_en_22270187_noise_0.03	two
2056	common_voice_en_22125895_noise_0.03	four
2057	common_voice_en_21938153_pitch_0.8	no
2058	common_voice_en_21938156_pitch_1.2	four
2059	common_voice_en_21938181_noise_0.03	two
2060	common_voice_en_21965655_noise_0.03	yes
2061	common_voice_en_21965763_pitch_0.8	no
2062	common_voice_en_21965886_pitch_1.2	four
2063	common_voice_en_22113617_noise_0.03	four
2064	common_voice_en_22230221_noise_0.03	one
2065	common_voice_en_22035631_pitch_0.8	one
2066	common_voice_en_22035633_pitch_1.2	no
2067	common_voice_en_22035721_noise_0.03	four
2068	common_voice_en_22171105_noise_0.03	three
2069	common_voice_en_22171106_pitch_0.8	four
2070	common_voice_en_22171112_pitch_1.2	two
2071	common_voice_en_22170342_noise_0.03	four
2072	common_voice_en_22259775_noise_0.03	no
2073	common_voice_en_22259842_pitch_0.8	two
2074	common_voice_en_22259843_pitch_1.2	four
2075	common_voice_en_22099405_noise_0.03	four
2076	common_voice_en_22120135_noise_0.03	one
2077	common_voice_en_22120140_pitch_0.8	three
2078	common_voice_en_22272087_pitch_1.2	yes
2079	common_voice_en_22272105_noise_0.03	no
2080	common_voice_en_22116516_noise_0.03	two
2081	common_voice_en_22116517_pitch_0.8	four
2082	common_voice_en_22116554_pitch_1.2	one
2083	common_voice_en_22114986_noise_0.03	two
2084	common_voice_en_21922870_noise_0.03	yes
2085	common_voice_en_22001690_pitch_0.8	three
2086	common_voice_en_22001692_pitch_1.2	yes
2087	common_voice_en_21945893_noise_0.03	two
2088	common_voice_en_21999955_noise_0.03	three
2089	common_voice_en_21951095_pitch_0.8	four
2090	common_voice_en_22131291_pitch_1.2	one
2091	common_voice_en_22131310_noise_0.03	no
2092	common_voice_en_22007351_noise_0.03	one
2093	common_voice_en_22007352_pitch_0.8	no
2094	common_voice_en_22007649_pitch_1.2	two
2095	common_voice_en_21916021_noise_0.03	four
2096	common_voice_en_22147610_noise_0.03	four
2097	common_voice_en_22147620_pitch_0.8	one
2098	common_voice_en_22147622_pitch_1.2	two
2099	common_voice_en_22233691_noise_0.03	three
2100	common_voice_en_22160974_noise_0.03	four
2101	common_voice_en_22072218_pitch_0.8	four
2102	common_voice_en_22072219_pitch_1.2	yes
2103	common_voice_en_22072258_noise_0.03	two
2104	common_voice_en_22139730_noise_0.03	yes
2105	common_voice_en_22288700_pitch_0.8	no
2106	common_voice_en_22288701_pitch_1.2	one
2107	common_voice_en_22058137_noise_0.03	no
2108	common_voice_en_22150307_noise_0.03	four
2109	common_voice_en_22150466_pitch_0.8	two
2110	common_voice_en_22150467_pitch_1.2	no
2111	common_voice_en_21947927_noise_0.03	no
2112	common_voice_en_22270167_noise_0.03	one
2113	common_voice_en_22270168_pitch_0.8	two
2114	common_voice_en_22270170_pitch_1.2	no
2115	common_voice_en_22081747_noise_0.03	two
2116	common_voice_en_22093290_noise_0.03	yes
2117	common_voice_en_22206252_pitch_0.8	three
2118	common_voice_en_22206253_pitch_1.2	no
2119	common_voice_en_22206285_noise_0.03	one
2120	common_voice_en_22219129_noise_0.03	no
2121	common_voice_en_22219130_pitch_0.8	four
2122	common_voice_en_22219173_pitch_1.2	three
2123	common_voice_en_22183081_noise_0.03	no
2124	common_voice_en_22193541_noise_0.03	three
2125	common_voice_en_22193542_pitch_0.8	two
2126	common_voice_en_22193544_pitch_1.2	yes
2127	common_voice_en_22127794_noise_0.03	two
2128	common_voice_en_22219857_noise_0.03	one
2129	common_voice_en_22225898_pitch_0.8	no
2130	common_voice_en_22225900_pitch_1.2	yes
2131	common_voice_en_22117291_noise_0.03	yes
2132	common_voice_en_22184486_noise_0.03	two
2133	common_voice_en_22184489_pitch_0.8	one
2134	common_voice_en_22184490_pitch_1.2	four
2135	common_voice_en_22081674_noise_0.03	no
2136	common_voice_en_22157986_noise_0.03	no
2137	common_voice_en_22157988_pitch_0.8	two
2138	common_voice_en_22157993_pitch_1.2	four
2139	common_voice_en_22119612_noise_0.03	three
2140	common_voice_en_22060391_noise_0.03	no
2141	common_voice_en_22060392_pitch_0.8	yes
2142	common_voice_en_22071997_pitch_1.2	no
2143	common_voice_en_22072006_noise_0.03	one
2144	common_voice_en_22167104_noise_0.03	no
2145	common_voice_en_22167124_pitch_0.8	three
2146	common_voice_en_22167126_pitch_1.2	two
2147	common_voice_en_22114768_noise_0.03	yes
2148	common_voice_en_22193002_noise_0.03	three
2149	common_voice_en_22148127_pitch_0.8	no
2150	common_voice_en_22148128_pitch_1.2	one
2151	common_voice_en_22148143_noise_0.03	three
2152	common_voice_en_22024598_noise_0.03	one
2153	common_voice_en_22024632_pitch_0.8	four
2154	common_voice_en_22024633_pitch_1.2	three
2155	common_voice_en_22224048_noise_0.03	one
2156	common_voice_en_22117098_noise_0.03	one
2157	common_voice_en_22117102_pitch_0.8	three
2158	common_voice_en_21903856_pitch_1.2	yes
2159	common_voice_en_21903863_noise_0.03	two
2160	common_voice_en_22035588_noise_0.03	one
2161	common_voice_en_22035591_pitch_0.8	no
2162	common_voice_en_22185832_pitch_1.2	no
2163	common_voice_en_22185840_noise_0.03	four
2164	common_voice_en_21929063_noise_0.03	three
2165	common_voice_en_21929065_pitch_0.8	no
2166	common_voice_en_21929066_pitch_1.2	two
2167	common_voice_en_22029403_noise_0.03	two
2168	common_voice_en_22220535_noise_0.03	two
2169	common_voice_en_22220597_pitch_0.8	no
2170	common_voice_en_22102714_pitch_1.2	no
2171	common_voice_en_22102718_noise_0.03	yes
2172	common_voice_en_22263824_noise_0.03	four
2173	common_voice_en_22263859_pitch_0.8	one
2174	common_voice_en_22263871_pitch_1.2	two
2175	common_voice_en_22187672_noise_0.03	yes
2176	common_voice_en_22040175_noise_0.03	no
2177	common_voice_en_22040177_pitch_0.8	three
2178	common_voice_en_22040179_pitch_1.2	yes
2179	common_voice_en_22003206_noise_0.03	three
2180	common_voice_en_21955224_noise_0.03	yes
2181	common_voice_en_21955227_pitch_0.8	four
2182	common_voice_en_21994593_pitch_1.2	four
2183	common_voice_en_21994606_noise_0.03	three
2184	common_voice_en_22072782_noise_0.03	yes
2185	common_voice_en_22216532_pitch_0.8	no
2186	common_voice_en_22216536_pitch_1.2	yes
2187	common_voice_en_22216550_noise_0.03	three
2188	common_voice_en_22241327_noise_0.03	no
2189	common_voice_en_22241332_pitch_0.8	yes
2190	common_voice_en_22241348_pitch_1.2	two
2191	common_voice_en_21924446_noise_0.03	three
2192	common_voice_en_22253425_noise_0.03	no
2193	common_voice_en_22269784_pitch_0.8	two
2194	common_voice_en_22269788_pitch_1.2	yes
2195	common_voice_en_22286649_noise_0.03	no
2196	common_voice_en_22212691_noise_0.03	one
2197	common_voice_en_22212693_pitch_0.8	yes
2198	common_voice_en_22212695_pitch_1.2	two
2199	common_voice_en_21985323_noise_0.03	two
2200	common_voice_en_21905362_noise_0.03	yes
2201	common_voice_en_22094016_pitch_0.8	one
2202	common_voice_en_22094172_pitch_1.2	four
2203	common_voice_en_22285426_noise_0.03	yes
2204	common_voice_en_22016159_noise_0.03	one
2205	common_voice_en_22016161_pitch_0.8	three
2206	common_voice_en_22188569_pitch_1.2	no
2207	common_voice_en_22188578_noise_0.03	yes
2208	common_voice_en_22206659_noise_0.03	yes
2209	common_voice_en_22206661_pitch_0.8	three
2210	common_voice_en_22148815_pitch_1.2	yes
2211	common_voice_en_22148818_noise_0.03	one
2212	common_voice_en_21974028_noise_0.03	two
2213	common_voice_en_21974030_pitch_0.8	one
2214	common_voice_en_21974034_pitch_1.2	four
2215	common_voice_en_22096835_noise_0.03	three
2216	common_voice_en_21952813_noise_0.03	no
2217	common_voice_en_21952821_pitch_0.8	three
2218	common_voice_en_21952940_pitch_1.2	two
2219	common_voice_en_22096280_noise_0.03	four
2220	common_voice_en_22124007_noise_0.03	three
2221	common_voice_en_22124016_pitch_0.8	yes
2222	common_voice_en_22124019_pitch_1.2	no
2223	common_voice_en_22240208_noise_0.03	one
2224	common_voice_en_22286478_noise_0.03	no
2225	common_voice_en_22286485_pitch_0.8	one
2226	common_voice_en_21957196_pitch_1.2	four
2227	common_voice_en_21957327_noise_0.03	three
2228	common_voice_en_21994130_noise_0.03	yes
2229	common_voice_en_21994135_pitch_0.8	four
2230	common_voice_en_21994147_pitch_1.2	one
2231	common_voice_en_22224153_noise_0.03	two
2232	common_voice_en_22200898_noise_0.03	two
2233	common_voice_en_22200899_pitch_0.8	four
2234	common_voice_en_22200935_pitch_1.2	yes
2235	common_voice_en_22144417_noise_0.03	two
2236	common_voice_en_22093610_noise_0.03	one
2237	common_voice_en_22093611_pitch_0.8	no
2238	common_voice_en_22093612_pitch_1.2	three
2239	common_voice_en_22169116_noise_0.03	no
2240	common_voice_en_22009047_noise_0.03	yes
2241	common_voice_en_22009059_pitch_0.8	four
2242	common_voice_en_22009063_pitch_1.2	two
2243	common_voice_en_22087715_noise_0.03	one
2244	common_voice_en_22222413_noise_0.03	four
2245	common_voice_en_22222414_pitch_0.8	two
2246	common_voice_en_22222419_pitch_1.2	one
2247	common_voice_en_21950218_noise_0.03	two
2248	common_voice_en_22238466_noise_0.03	no
2249	common_voice_en_22178966_pitch_0.8	two
2250	common_voice_en_22178981_pitch_1.2	four
2251	common_voice_en_22103485_noise_0.03	no
2252	common_voice_en_22221753_noise_0.03	two
2253	common_voice_en_21894878_pitch_0.8	three
2254	common_voice_en_21894879_pitch_1.2	two
2255	common_voice_en_21948786_noise_0.03	two
2256	common_voice_en_22192847_noise_0.03	three
2257	common_voice_en_22192848_pitch_0.8	one
2258	common_voice_en_22192852_pitch_1.2	four
2259	common_voice_en_22006441_noise_0.03	two
2260	common_voice_en_22084893_noise_0.03	two
2261	common_voice_en_22084895_pitch_0.8	three
2262	common_voice_en_22084897_pitch_1.2	no
2263	common_voice_en_22283155_noise_0.03	two
2264	common_voice_en_22138083_noise_0.03	no
2265	common_voice_en_22138085_pitch_0.8	two
2266	common_voice_en_22074124_pitch_1.2	one
2267	common_voice_en_22074145_noise_0.03	four
2268	common_voice_en_22197732_noise_0.03	no
2269	common_voice_en_22197747_pitch_0.8	one
2270	common_voice_en_22197750_pitch_1.2	two
2271	common_voice_en_22013843_noise_0.03	one
2272	common_voice_en_22097535_noise_0.03	one
2273	common_voice_en_22071700_pitch_0.8	one
2274	common_voice_en_22071704_pitch_1.2	four
2275	common_voice_en_22071725_noise_0.03	no
2276	common_voice_en_21921129_noise_0.03	one
2277	common_voice_en_22075200_pitch_0.8	two
2278	common_voice_en_22075207_pitch_1.2	yes
2279	common_voice_en_22196793_noise_0.03	two
2280	common_voice_en_22049875_noise_0.03	four
2281	common_voice_en_22049876_pitch_0.8	three
2282	common_voice_en_22135988_pitch_1.2	one
2283	common_voice_en_22172220_noise_0.03	four
2284	common_voice_en_22069293_noise_0.03	three
2285	common_voice_en_22069297_pitch_0.8	yes
2286	common_voice_en_22069328_pitch_1.2	four
2287	common_voice_en_22184513_noise_0.03	four
2288	common_voice_en_22224379_noise_0.03	two
2289	common_voice_en_22224488_pitch_0.8	three
2290	common_voice_en_22224511_pitch_1.2	yes
2291	common_voice_en_22095261_noise_0.03	yes
